81,53,1302383,1002565,155429,210913,71343,140303,67569,13305,2
41,56,2319792,194488,210925,52680,52555,31692,37055,11392,2
17,67,748961,278211,73499,10976,11473,17484,23404,5872,2
24,84,1083793,8488,16053,34278,21085,15071,22258,4587,2
34,64,578170,118452,19823,9087,9779,21370,8778,6486,2
41,54,687430,104376,40137,15965,7186,11525,5465,1408,2
54,56,239515,47188,6189,15470,7263,10311,8618,2239,2
51,41,137237,33144,3601,11055,4981,9133,4802,2471,2
53,51,78902,88874,44207,16514,10021,27371,10143,8895,2
70,24,1535959,263996,23016,8381,21299,28159,17853,12086,2
34,14,602539,559988,48050,20162,20692,20322,15170,5434,2
14,23,203242,188103,15087,8793,37707,15080,8118,6417,2
23,27,19273,53602,13574,27387,8494,18854,6138,5785,2
23,27,19273,53602,13574,27387,8494,18854,6138,5785,2
51,48,122372,10563,7567,1617,1930,3633,2927,1394,2
51,53,354546,148635,8015,17409,26146,12825,11275,14726,2
47,53,47481,16770,4356,9907,4180,4485,1799,1002,2
57,60,6579,15811,13887,21284,4128,15160,7995,5270,2
67,54,3901,10696,2726,8032,9850,9996,10326,5589,2
51,8,254280,84160,12711,30352,25411,22027,18527,27035,0
56,40,1947,13755,1390,8509,23039,9871,7329,6601,0
40,23,234233,144896,5376,6704,15591,5909,6522,1178,0
43,30,106738,168034,139189,92727,20195,51145,10635,17772,0
50,34,1011713,82397,20233,16013,11303,25586,46023,4692,0
61,48,648799,80412,14545,15389,15177,22960,42314,16282,0
53,23,909676,77590,4717,5547,4791,5190,7125,5421,0
69,24,10933,10072,11461,5218,11340,29334,21290,9674,0
41,44,107469,23399,3680,4435,2060,5384,8424,3112,2
54,26,241940,30222,2122,1124,3351,4007,1637,2382,2
70,27,83324,23572,9509,6877,4859,32622,14443,6880,2
70,35,49047,60661,57392,19011,21054,27356,9281,5678,2
60,43,769148,94158,67681,9911,15876,13798,14278,9426,2
57,48,301774,403321,24725,26575,8133,41803,13431,4635,2
38,38,22729,31066,8929,4862,5118,12539,3261,1710,2
54,26,43299,36783,7912,10068,13304,24376,15928,2782,2
70,48,13355,12325,18929,17236,11326,21718,11468,11204,2
97,44,6286,13472,6073,4745,11903,24046,5637,4486,2
37,66,62719,258039,53549,17412,27031,22503,32123,17593,0
41,70,32538,3603,1539,334,1601,1515,4256,711,0
64,61,20905,14979,4783,24085,23629,19253,9825,12958,0
63,40,230588,49424,7423,3738,4798,7789,4068,5824,0
67,44,224334,19978,21361,7670,30365,20742,16943,14962,0
61,44,612126,195335,34953,20812,9667,17469,21741,8044,0
47,44,1769567,468346,85682,162353,24951,56270,53644,10168,0
38,53,2760328,254348,79574,29151,39639,24255,22745,18261,0
14,29,463261,186863,7425,2270,2436,6061,8328,7070,0
27,35,11790,58289,8047,28881,13892,29862,18350,8088,0
56,54,8344,88232,18540,12596,24975,16308,6030,6550,2
38,50,38106,23939,10954,6289,4985,2351,1585,1454,2
37,50,53582,12175,5072,1868,2345,2922,5185,1271,2
41,56,38189,5714,1755,5659,2955,5078,1644,1861,2
47,48,194524,20313,5833,907,1612,2698,2106,1397,2
47,57,292244,39519,8882,11730,5348,4077,3051,2030,2
47,61,24885,7754,2311,3736,2067,1940,1557,587,2
43,57,6749,18012,8467,8411,12768,10524,6175,5930,2
53,66,22870,21982,15649,5503,3516,10453,3266,5652,2
53,64,59437,10512,12837,4169,7840,10814,5087,11133,2
78,40,7939,42484,9154,12571,6678,19641,10270,3295,2
51,64,51009,28194,4382,5655,8865,2776,1805,580,2
51,70,37035,12717,12921,22036,11923,7147,7812,6850,2
38,69,87789,20404,2449,3367,2180,1784,988,293,2
16,41,119272,97192,6958,2584,3316,2170,3396,704,2
7,41,92612,135649,15265,15466,3585,3808,4758,2694,2
24,56,118137,20623,57716,18462,11710,23150,5934,8657,2
60,53,164614,8648,6289,2323,4873,7178,3834,1984,2
60,35,483542,44429,8679,5605,3551,9892,3657,1418,2
43,27,354536,73697,21599,8843,16012,5741,4166,944,2
43,35,2056098,62222,15632,5448,10213,26057,10367,4415,2
40,35,281094,26539,4163,3614,2853,3923,2903,1745,2
35,23,34314,41460,1673,1804,1710,2344,2171,264,2
48,21,23769,38255,13792,5784,14366,16239,20009,5577,2
50,29,31976,34417,11302,23564,14694,24594,18060,4726,2
53,44,82624,32462,3707,34274,8675,11521,14706,5293,2
66,56,7782,40686,2545,10550,5325,12726,4606,6455,2
57,61,13765,31190,11063,8506,6561,12631,12123,3952,2
40,66,59441,18352,5798,12016,2110,3133,1447,1350,2
41,66,38246,23521,8129,10915,14542,12562,18072,3451,2
38,69,64700,36791,19868,3767,3278,2333,2371,1805,2
43,69,67177,27493,15396,6827,9925,12857,6073,5849,2
35,50,243946,66458,5271,5028,4189,2794,3621,2125,2
47,43,284649,86542,18337,14942,18071,19081,7860,4612,2
38,40,24935,8246,11530,13167,7058,13131,4797,5188,2
57,50,14962,16443,9777,2316,5503,9996,4363,3584,2
37,44,398180,18848,4840,4171,3258,1411,1399,1027,2
26,48,137973,44522,4716,5610,8472,5437,5359,1625,2
38,47,257782,11181,5609,4075,6697,2895,2430,1409,2
44,60,63123,5611,3932,2266,948,1675,926,309,2
41,38,336936,100215,8952,6309,13910,8692,9602,8035,2
47,44,596910,36869,12199,24169,15319,17736,18671,8475,2
54,37,21785,27330,9961,12364,13235,21038,35193,10727,2
43,67,1230078,78302,59770,23919,25354,9783,18301,6651,0
50,57,12093,44887,1510,27096,20589,20412,5943,6461,0
51,74,125368,21148,17177,26627,12753,16447,6280,9669,0
56,74,35360,9915,15687,22470,23918,10386,11586,9140,0
61,81,45808,7683,12118,14495,13856,17263,17418,8034,0
44,64,633882,114026,10815,16900,7481,6006,7276,2517,0
43,69,1137188,838916,123184,384969,39305,82056,82276,33470,0
29,57,1010517,325999,38507,77189,46911,20166,31935,39440,0
8,41,1464423,437783,50193,23853,17558,22840,20551,7518,0
37,64,2463453,115250,58706,36878,24952,24732,8224,2375,0
41,66,100532,16479,4763,6333,1814,2474,2941,2037,0
44,75,99505,25148,25270,12328,4356,9504,3817,3619,0
44,77,12177,7913,6705,38437,25383,7009,9490,6382,0
44,70,72096,68987,14367,16320,16605,7539,7548,1767,0
48,75,8664,34354,9097,11877,30712,15887,9872,10212,0
47,77,2500821,88007,108096,23953,4167,27410,19275,6709,0
35,57,152977,92801,18533,6856,7013,4229,4988,1980,0
38,54,121691,23084,2884,4612,2793,3189,8665,940,0
26,61,1577171,37756,25060,8361,30206,6052,6126,5691,0
16,56,1568858,112886,8294,11150,13440,11686,5304,5398,2
21,26,531647,484633,39435,25132,26629,38136,19648,20481,2
17,29,471355,49558,3132,8679,4305,3607,4120,2747,2
16,23,147452,178842,23234,5808,19018,10088,13906,6397,2
27,29,1911031,67432,53498,18672,17765,28958,37100,2960,2
27,48,3014621,68231,24505,34920,28526,9107,4153,2304,2
41,57,79380,50769,18511,16806,7335,20106,21412,2786,2
60,70,23160,24008,5414,18390,8074,15476,16760,5360,2
54,64,24462,17796,5145,4173,5467,3519,2654,470,2
77,48,13972,14130,2812,4750,25106,14322,5950,7176,2
66,47,335677,809767,91170,95154,52438,131730,113236,41792,2
44,64,628569,50236,1710,9554,35595,24493,8938,7852,2
53,53,31017,8083,3600,514,4104,1836,1793,1616,2
60,53,7474,8047,12358,15748,18121,5399,7767,1883,2
64,47,5978,24170,5722,12429,19710,10794,14815,2151,2
64,44,148649,69589,22179,13418,8295,17551,3635,3123,2
60,51,81334,12452,3009,11774,15442,10633,7697,4624,2
54,50,24878,22832,10883,1101,4466,4919,1543,817,2
14,13,991870,211246,5180,3569,4720,3952,7986,2624,2
24,24,276726,55809,3339,42528,6566,25821,7525,3859,2
38,64,899651,60402,20627,27100,26941,21004,22506,3727,2
43,63,1400882,120266,10669,28458,43663,17411,8713,8077,2
37,44,91260,28384,2998,809,6521,3636,1867,1734,2
50,51,28735,17104,10395,38317,25943,10569,9774,8159,2
50,50,249913,33588,7208,9819,4654,10488,7546,4029,2
54,54,141226,38104,16097,11888,36769,15291,7797,3311,2
64,81,30136,6741,4564,24403,10303,11192,6937,2497,2
75,74,4234,23959,7034,16639,12712,21495,8728,2701,2
44,53,73274,23853,8323,7558,8488,2574,4896,1139,2
47,64,38262,62522,27602,12052,21801,11158,4076,2286,2
40,53,581531,323403,6905,13514,44345,24831,20425,12468,2
60,40,1885188,62403,8145,13942,45385,47101,15801,6835,2
69,23,2716,14110,5743,4243,21611,17890,10490,3938,2
74,23,6067,15861,9673,10263,22815,5667,9243,3854,2
80,56,4219,15796,24945,19658,17520,8323,6093,3341,2
66,75,6017,26341,11202,17026,6364,7440,6771,3317,2
54,81,10931,30298,2865,15859,15391,10629,8763,2655,2
37,51,236627,70961,13376,4746,5066,5162,1045,1293,0
34,35,144793,52231,592,4807,3963,2859,1984,2129,0
27,37,391579,81641,8137,7259,4734,6298,5008,2758,0
41,48,122370,8457,5499,3898,3426,3900,1548,1408,0
47,43,27134,12602,6275,8171,17335,11258,4608,1904,0
70,64,4866,5770,13574,3655,6627,14654,7230,2333,0
81,63,96694,13273,848,2543,5395,3690,1625,582,0
64,51,585707,53809,8711,5343,10268,2570,4883,801,0
48,51,162579,32615,9253,5618,4134,2994,1460,632,0
34,38,2518161,683133,194634,30081,47502,73611,53554,14237,2
30,29,1991688,312279,7478,6166,15854,13539,7689,13705,2
38,41,182628,7339,3167,7489,3497,3049,4284,1141,2
29,30,167777,70089,6474,4295,7410,6941,2012,534,2
47,37,64253,20388,27586,9061,25921,24351,14247,7193,2
56,63,56127,37588,16402,14699,22532,9406,21019,4946,2
51,57,205929,7954,1447,2930,1137,1110,365,573,2
60,63,349403,26161,3587,4587,4244,7246,1785,560,2
53,63,4576,45511,21964,8854,5745,15840,12604,6398,2
66,61,193653,11748,6025,3289,1521,12853,1979,879,2
29,56,1673863,321758,32983,44315,26866,28612,26722,11296,2
27,56,1101994,544387,156642,57180,35851,41038,21363,16170,2
38,66,27709,9262,5044,12772,19719,5901,2958,1556,2
50,60,12578,14328,4249,18365,36566,17571,12373,7874,2
69,78,132772,16271,4792,3528,2946,3091,2157,1422,2
78,78,12341,6189,4970,8609,10009,12081,11033,10564,2
74,75,98970,33920,15382,11384,2618,6114,3865,3112,2
40,61,360910,57206,27955,28847,40645,45094,45460,12873,2
51,54,658730,96781,9953,16954,8340,24256,5114,4194,2
48,61,2115616,77360,56255,5554,19781,17196,10786,5483,2
35,57,1468206,130139,18332,11021,14841,12648,12857,5854,2
54,56,126511,14313,14183,1810,10177,11078,8020,8164,2
57,70,102273,69534,63569,25866,12781,25175,12671,3554,2
63,77,322461,107837,15495,34400,31897,20148,15928,4205,2
61,77,194379,17695,10480,5627,12162,10539,11801,4873,2
43,34,31485,12728,1060,1544,1362,3020,1680,588,2
48,24,1121673,245216,1882,21395,69877,35791,45381,26567,2
43,23,87593,624205,92637,14580,85576,97672,82616,50483,2
41,23,535559,184591,69022,20500,34664,50474,44655,6831,2
63,14,86024,28506,1297,4698,12848,23375,13659,3145,2
56,27,211235,65586,3015,14942,7965,4976,2382,1674,2
60,43,143943,34635,24635,9173,10762,12689,10951,9445,2
50,41,426907,280413,38018,44956,27813,23570,22622,5442,2
38,51,82473,66681,9979,10966,11988,15038,36537,15801,2
69,53,172698,51384,6469,8586,15052,10439,4996,1149,0
43,61,1311040,194047,38080,22369,12038,13451,9429,6777,0
38,69,67632,26088,1787,38856,17759,32110,20976,17907,0
60,81,6856,38980,23746,27937,11034,13200,13375,6037,0
74,83,17469,41001,11048,20576,12057,15944,3552,8960,0
63,90,15750,25920,8708,33113,10559,9590,8629,2453,0
53,83,168553,19221,9014,3070,2921,4582,4302,2541,0
57,75,26162,32309,5461,11312,6926,10112,3012,4101,0
50,64,335132,22042,2086,2974,2395,2619,1477,341,0
54,81,344636,78479,57195,69515,18465,25819,16633,3860,2
30,66,87153,10367,1240,1261,1566,754,1273,313,2
17,26,702615,133212,13703,14977,26204,12358,16145,15483,2
37,21,203822,43775,1917,7365,6859,9140,13373,1927,2
38,21,266240,214553,38898,13831,24322,20496,25353,7954,2
37,37,343403,42891,13156,6681,8657,5917,4728,2462,2
43,51,28955,17299,16262,12187,11022,8051,4634,2598,2
56,63,10688,13224,7393,10389,4890,25961,5425,2859,2
56,61,663238,195781,18076,17549,14353,16894,27752,4993,2
